Original,WithoutStopwords,Lemmatized,Stemmed
mr,napping,pivotal,situat
mri,naps,pizza,six
mrsa,napster,place,sixpack
ms,narcissistic,placebo,sixth
msf,nares,placed,sixti
mt,narrative,plague,sixtim
mtg,narrowly,plagued,sixway
mtvs,nasa,plaguing,size
much,nasal,plain,sizzl
muchneeded,nasty,plan,skate
muchâ,natalie,plane,skeleton
mudder,nation,planet,skeptic
muggles,national,planetbased,ski
mull,nationalcoffeeday,plank,skill
mulls,nationaldoughnutday,plankaday,skim
multiorgan,nationers,planking,skin
multiple,nations,planknation,skincanc
multiples,nationwide,planned,skincar
multivitamin,natl,planning,skinni
multivitamins,natural,plant,skip
mummies,naturally,plantbased,skull
mumps,nature,plasma,sky
munches,nautica,plastic,skydiv
munchies,navajo,plate,skyrocket
muniz,navigate,plateful,slack
mural,navigating,play,slain
murder,navigators,played,slam
muscle,navy,player,slash
muscleenhancing,nba,playground,slay
muscles,ncaa,playing,sleep
museums,ncaas,playlist,sleepi
music,ncod,playtime,sleepless
musicians,nd,playtimâ,slice
musicobsessed,nealon,plea,slide
musictherapy,near,plead,slightli
must,neardeath,pleads,slim
mustard,neardrowning,please,slip
mutate,nearest,pleasure,slow
mutated,nearly,pleated,slower
mutating,nears,pledge,slowli
mutation,nearsighted,plight,slug
mutations,nearuniversal,pls,sluggish
mutilation,neatly,plug,slump
my,nebraska,plum,smackdown
myanmar,necessary,plumbing,small
myers,neck,plummeted,smallbabi
myplate,neckyup,plunge,smaller
mysteries,nectarines,plus,smallpox
mysterious,need,pm,smart
mystery,needed,pneumonia,smarter
myth,needing,pocket,smartphon
myths,needle,poignantly,smartwatch
n,needlefree,point,smash
nacho,needles,poised,smell
nail,needlessly,poison,smile
nailing,needs,poisoning,smog
naive,neg,poisonous,smoke
name,negative,polar,smokefre
namebrand,negativeâ,polarvortex,smokeout
named,negativity,pole,smoker
names,neglect,police,smooch
nami,neighbor,policy,smoothi
nancy,neighborhood,polio,smore
nanotechnology,neighborhoods,poliofree,smother
nap,neighbors,poliolike,snack
napping,nephew,polish,snake
naps,nerve,political,snap
napster,netflix,politician,snapshot
narcissistic,netherlands,politics,snarki
nares,nets,poll,sneak
narrative,network,pollen,sneaker
narrowly,networking,pollinated,sneaki
nasa,neuralgia,pollution,sneez
nasal,neurological,pooch,sniffl
nasty,neuron,poochy,snl
natalie,neurons,pool,snooz
nation,neurosurgeon,poop,snore
national,nevada,poor,snow
nationalcoffeeday,never,pop,snowbal
nationaldoughnutday,new,popcorn,snowman
nationers,newborn,popular,snu
nations,newborns,popularity,soap
nationwide,newday,population,soar
natl,newest,porn,sober
natural,newlywed,portion,sobrieti
naturally,news,portland,soccer
nature,newser,portrait,social
nautica,newton,pose,societi
navajo,newtown,position,sociâ
navigate,newyear,positioning,sock
navigating,newyears,positive,soda
navigators,newyearsresolution,positivity,sodium
navy,next,possibility,sodâ
nba,nextgeneration,possible,softer
ncaa,nfl,possibly,softwar
ncaas,nfls,post,sold
ncod,nh,postantibiotic,soldier
nd,nhl,postbaby,sole
nealon,nhâ,postcancer,soleil
near,niaw,postcard,solid
neardeath,nice,postchemo,solidar
neardrowning,nickel,postdebate,solo
nearest,nicotine,postfeast,solut
nearly,nicu,posting,solv
nears,nida,postmortem,solvent
nearsighted,nigeria,postpartum,somebodi
nearuniversal,nigh,posttraumatic,someday
neatly,night,posture,somehow
nebraska,nightclub,postworkout,someon
necessary,nightmare,pot,someth
neck,nights,potassium,sometim
neckyup,nightshifts,potato,somewher
nectarines,nih,potatoesâ,son
need,nile,potent,sonar
needed,nina,potential,song
needing,ninas,potentially,sonâ
needle,nine,potrelated,soon
needlefree,ninth,potter,sooner
needles,nip,poultry,sooo
needlessly,nitrogen,pound,sooth
needs,nivison,pour,sore
neg,nixon,poverty,soror
negative,nj,powder,sorri
negativeâ,noaa,power,sort
negativity,nobel,powerful,sound
neglect,noequipment,powering,soupedup
neighbor,nominee,powerwalking,sourc
neighborhood,nominees,ppl,south
neighborhoods,nondiet,pr,southern
neighbors,nonessential,practical,southwest
nephew,nonhuman,practically,souvenir
nerve,nonnatural,practice,sox
netflix,nonopinion,practicing,space
netherlands,nonprofit,praise,spacesan
nets,nonsedating,pray,spain
network,nonsterile,prayer,span
networking,noodles,praynumber,spank
neuralgia,noon,preach,spark
neurological,norm,precancers,sparselyattend
neuron,normal,precisely,spawn
neurons,norovirus,preclinical,spay
neurosurgeon,norris,precook,speak
nevada,north,precut,spear
never,northeast,predict,speci
new,norway,predicting,special
newborn,nose,prediction,specialist
newborns,noses,predictor,specialne
newday,nostringsattached,predicts,specialti
newest,notch,predisposed,specif
newlywed,notes,preemie,spectrum
news,nothing,prefer,speech
newser,notice,preference,speed
newton,notified,pregnancy,spell
newtown,notify,pregnancyproblems,spend
newyear,notsodeadly,pregnant,spent
newyears,notsogood,preliminarily,sperm
newyearsresolution,nov,premature,spice
next,novartis,prematurely,spici
nextgeneration,novartiss,premiere,spider
nfl,novavax,premium,spiderband
nfls,novel,prenatal,spiderman
nh,november,prepackaged,spike
nhl,npfcancer,prepare,spill
nhâ,nphw,prepared,spin
niaw,nphwchat,prepares,spinach
nice,nphwchâ,preparing,spinal
nickel,npsaction,presbyterian,spine
nicotine,nuclear,preschool,spirit
nicu,nude,preschooler,spiritday
nida,nuisance,prescribe,spiritgrass
nigeria,number,prescribed,spit
nigh,numbers,prescribing,splash
night,nuns,prescription,splurg
nightclub,nurse,prescriptionthemed,spock
nightmare,nurses,present,spoil
nights,nursing,presented,spongebob
nightshifts,nursâ,presenting,sponsor
nih,nurturing,preservative,spoon
nile,nut,preserve,sport
nina,nutchewing,president,spot
ninas,nutmeg,pressing,spotlight
nine,nutrients,pressure,spous
ninth,nutrition,preterm,spray
nip,nutritionist,pretty,spraysamp
nitrogen,nutritionphysical,prev,spread
nivison,nutritious,prevalent,spring
nixon,nuts,prevent,sprout
nj,nutso,preventable,spur
no,nuture,prevented,squat
noaa,ny,preventing,squibb
nobel,nyad,prevention,sr
noequipment,nyc,prevents,sri
nominee,nyfw,preview,st
nominees,nyongo,previous,stab
nondiet,nyt,previously,stabil
nonessential,nyus,prevnar,stabl
nonhuman,nâ,prey,staff
nonnatural,oatmeal,price,stage
nonopinion,obama,priceless,stair
nonprofit,obamacare,priest,stairwel
nonsedating,obamas,primary,stake
nonsterile,obese,prince,stall
noodles,obesity,princess,stamina
noon,obgyn,princeton,stamo
norm,obit,print,stamp
normal,obscure,printer,stand
norovirus,obsess,printing,standard
norris,obsessing,prior,standup
north,obsession,prioritize,stanford
northeast,obstacles,priority,stanley
norway,obstetric,prison,stapl
nose,obstruction,prisoner,star
noses,occur,privacy,starbuck
nostringsattached,occurs,prize,stare
not,ocd,proanorexia,start
notch,ocean,probably,startup
notes,oct,probe,starv
nothing,octavio,probed,starwar
notice,ocular,probiotic,stat
notified,od,problem,state
notify,odd,problematic,statebyst
notsodeadly,odds,procedure,statecitygroup
notsogood,odor,process,statesuppli
nov,offenders,processed,stateâ
novartis,offer,procrastinating,statin
novartiss,offered,procrastinator,station
novavax,offering,produce,statist
novel,offers,producer,statu
november,office,product,stay
now,officer,production,std
npfcancer,offices,prof,steadi
nphw,official,professional,steak
nphwchat,officials,professor,steal
nphwchâ,offlabel,profile,steam
npsaction,offroad,profit,stem
nuclear,often,profiteering,stemcel
nude,oftoverlooked,profound,stent
nuisance,oh,progeria,step
number,ohagan,progesterone,stephani
numbers,ohio,program,stephensstori
nuns,ohios,progress,steppan
nurse,oie,progression,steril
nurses,oil,project,steroid
nursing,oils,prolong,steve
nursâ,ok,promise,stevia
nurturing,oklahoma,promising,stgrade
nut,oks,promote,stick
nutchewing,ol,promotes,stiff
nutmeg,old,prompt,stigma
nutrients,older,prone,stigmat
nutrition,oldest,pronounce,stilettolov
nutritionist,olds,pronounced,still
nutritionphysical,oldschool,proof,stillbirth
nutritious,olive,prop,stillborn
nuts,olympic,proper,stimul
nutso,olympiclevel,properly,sting
nuture,omaha,property,stink
ny,omani,proposal,stir
nyad,omega,proposed,stirrup
nyc,omegas,proposes,stitch
nyfw,omg,prosecute,stockpil
nyongo,omission,prosecutor,stole
nyt,ona,prospect,stolen
nyus,onair,prostate,stomach
nâ,oncologist,prosthetic,stone
o,one,protect,stoneag
oatmeal,onehanded,protecting,stool
obama,onemonth,protection,stop
obamacare,oneofakind,protective,store
obamas,ones,protects,stori
obese,ongoing,protein,storifi
obesity,online,protest,stpatricksday
obgyn,oops,protocol,stpattysday
obit,opdivo,protruding,straight
obscure,oped,proud,straighten
obsess,opedhealthcom,prove,straightforward
obsessing,open,proven,strain
obsession,opened,provide,strand
obstacles,openingceremony,provider,strang
obstetric,openly,provides,stranger
obstruction,opens,providing,strangesci
occur,operate,psa,strangest
occurs,operates,psicã³logos,strap
ocd,operating,psych,strategi
ocean,operation,psychedelic,straw
oct,operator,psychedelics,strawberri
octavio,ophthalmologists,psychiatric,strawberryraspberri
ocular,opiatebased,psychiatrist,stream
od,opiates,psychiatry,streep
odd,opinion,psychoactive,street
odds,opioid,psychological,strength
odor,opossums,psychology,strengthen
of,opponent,psychopath,strep
off,opportunity,psychopathic,stress
offenders,opposed,pt,stressedoutc
offer,opposing,ptsd,stressfre
offered,opposite,puberty,stretch
offering,opposition,public,stricken
offers,ops,publichealth,strict
office,optimism,publish,stricter
officer,optimists,published,strident
offices,optimize,pudding,strike
official,options,pueraria,stroke
officials,oral,puerto,strokeawarenessmonth
offlabel,orange,pull,strokechat
offroad,ordeal,pulled,strokâ
often,order,pulling,strong
oftoverlooked,ordered,pullups,stronger
oh,orders,pulse,strongest
ohagan,oregon,pump,strongestkidev
ohio,oreos,pumping,struck
ohios,organ,pumpkin,structur
oie,organic,punch,struggl
oil,organization,punish,strugglingâ
oils,organizes,punished,strâ
ok,organs,punishes,stuck
oklahoma,orgasm,punishment,student
oks,orientation,puppy,studentdesign
ol,origin,purchased,studi
old,original,pure,stuf
older,origins,purified,stuffi
oldest,orleans,purifier,stunt
olds,orphan,purina,stupid
oldschool,oscar,purple,stutter
olive,oscars,purpose,style
olympic,osteoporosis,pursuing,su
olympiclevel,others,pursuit,subcmt
omaha,otherwise,push,subconcuss
omani,ouch,pushed,submiss
omega,ourmobilesociety,pushing,submit
omegas,outbreak,put,subscrib
omg,outbreaks,putin,subsid
omission,outbursts,puttanesca,subsidi
on,outcome,putting,substanc
ona,outcomes,puzzle,suburb
onair,outdoor,puzzled,suburban
once,outdoors,q,subway
oncologist,outfit,qampa,succe
one,outgrow,qsymia,success
onehanded,outlaw,quackery,suck
onemonth,outlawed,quadruplet,suction
oneofakind,outlets,quake,sudan
ones,outlines,quality,sudden
ongoing,outofdate,quantitative,suddenli
online,outrage,quantity,sue
only,outreach,quarantine,suffer
oops,outright,quarantined,suffoc
opdivo,outside,queasy,sugar
oped,outweigh,queen,sugarday
opedhealthcom,outâ,quentin,sugari
open,ovarian,quest,sugarless
opened,ovaries,question,sugarseek
openingceremony,overall,questioned,suggest
openly,overboard,questioning,suicid
opens,overcome,questionscomments,suicideprevent
operate,overcomes,questâ,suit
operates,overcoming,quick,suitcaseâ
operating,overcook,quicker,sum
operation,overdiagnosing,quickfix,summar
operator,overdid,quickly,summer
ophthalmologists,overdose,quietly,summit
opiatebased,overdoserelated,quillaja,sumo
opiates,overdoses,quinoa,sun
opinion,overdue,quirky,sunburn
opioid,overeating,quit,sunday
opossums,overestimate,quitting,sunflow
opponent,overestimated,quiz,sunglass
opportunity,overhaul,quoted,sunlamp
opposed,overnight,qâs,sunlight
opposing,overseas,r,sunscreen
opposite,overstated,rabbi,super
opposition,overstuffed,rabies,superag
ops,overtake,race,superbowl
optimism,overthecounter,racer,superbug
optimists,overtreatment,rachel,superbugrel
optimize,overuse,racial,supercharg
options,overweight,racing,supercomput
or,overwhelm,racket,supercomputersâ
oral,overwhelmed,radiant,superfood
orange,overworked,radiation,superfruit
ordeal,owls,radio,superglu
order,owner,radioactive,superhealthi
ordered,owners,radish,superhero
orders,oxford,raine,superheroesforthewin
oregon,oxycontin,raise,supernanni
oreos,oxygen,raised,superrepel
organ,oxytocin,raisin,supers
organic,oy,raising,superskinni
organization,oz,raisingamerica,superstar
organizes,ozs,raisingawareness,superviru
organs,p,raison,supervis
orgasm,pa,rally,supplement
orientation,pace,ran,suppli
origin,pacemaker,random,support
original,pacific,range,supportâ
origins,pacifier,ranger,suppos
orleans,pacifiers,rank,suprem
orphan,pacing,ranked,sure
oscar,pack,rap,surf
oscars,packed,rape,surg
osteoporosis,packs,rapid,surgeon
other,pad,rapidly,surgeri
others,page,rapist,surgic
otherwise,pages,rapper,surpris
ouch,paid,rare,surprisingli
our,pain,raredisease,surrend
ourmobilesociety,painful,rarediseaseday,surrenderyoursay
ours,painfully,rarely,surrog
ourselves,painkiller,raspberry,surrogaci
out,painkillers,rat,surround
outbreak,pains,rate,surveil
outbreaks,paint,rather,survey
outbursts,paintchanging,rating,surviv
outcome,paints,ravaged,survivor
outcomes,paired,raven,survivorâ
outdoor,pakistan,raw,suspect
outdoors,pakistani,ray,suspend
outfit,pakistans,rayrice,suspens
outgrow,pal,razor,suspicion
outlaw,paleo,rd,swaddl
outlawed,palestinian,rdchat,swallow
outlets,pals,reach,swap
outlines,palsy,reached,swear
outofdate,paltrows,reaching,sweat
outrage,pam,reaction,sweatshirt
outreach,pancakes,read,swedish
outright,pancreas,reader,sweep
outside,pancreatic,reading,sweet
outweigh,pandemic,readmission,sweeten
outâ,pandemics,ready,sweetheart
ovarian,panel,reair,sweeti
ovaries,panic,reairing,swell
over,pants,real,swift
overall,pap,realistic,swim
overboard,paper,reality,swimmer
overcome,paralympian,realization,swine
overcomes,paralysis,realize,swing
overcoming,paralyzed,really,swiss
overcook,paralyzes,rear,switch
overdiagnosing,paralyzing,reason,switzerland
overdid,paranoia,rebelheld,swoop
overdose,paraplegic,rebound,sxsw
overdoserelated,parasite,rebuff,symptom
overdoses,parasites,recall,symptomfre
overdue,parasitic,recalled,sync
overeating,parent,recalling,syndrom
overestimate,parenthood,receive,synthet
overestimated,parenting,received,syphili
overhaul,parents,receives,syracus
overnight,pareâ,receiving,syria
overseas,park,recent,syrian
overstated,parking,recently,syrup
overstuffed,parkinsons,recess,system
overtake,parkinsonsdisease,recession,sâ
overthecounter,parkinsonâs,recipe,tab
overtreatment,parkisons,recipient,tabl
overuse,parks,recirculate,tablet
overweight,parlezvous,recited,tackl
overwhelm,parliament,recliner,tag
overwhelmed,part,recognize,tailgat
overworked,participant,recommend,tailless
owls,participants,recommendation,tailormad
own,participate,recommended,taint
owner,participated,recommends,taiwan
owners,participating,reconstruct,take
oxford,participation,reconstructed,takeaway
oxycontin,particles,reconstruction,taken
oxygen,partied,reconstructive,tale
oxytocin,parties,record,talent
oy,partly,recorded,talk
oz,partner,recover,tall
ozs,partners,recovered,tamiflu
p,parts,recovering,tampa
pa,partsunknown,recovers,tan
pace,party,recovery,tank
pacemaker,pass,recs,tap
pacific,passenger,rectal,tape
pacifier,passengers,recurrence,tapeworm
pacifiers,passes,recycles,target
pacing,passing,recycling,task
pack,passion,red,tast
packed,passive,redefining,tastebud
packs,passport,reduce,tasti
pad,password,reduced,tastiest
page,past,reducedfat,tattoo
pages,pasta,reducer,tau
paid,pastor,reduces,taught
pain,patches,reducing,tax
painful,patent,reelected,taylor
painfully,patents,referral,tb
painkiller,path,refill,tbi
painkillers,pathogenic,reflect,tbsp
pains,pathogens,reflecting,tea
paint,patient,reflects,teach
paintchanging,patientchoice,refreshed,teacher
paints,patientdoctor,refuge,teachersadministr
paired,patients,refugee,teacheâ
pakistan,patientsâ,refund,tealpumpkinproject
pakistani,patni,refuse,team
pakistans,patrick,refused,teammat
pal,patricks,refusing,tear
paleo,pattern,reg,teaser
palestinian,paul,regain,teat
pals,paused,regardless,tech
palsy,pave,regina,technic
paltrows,paws,region,technolog
pam,pay,regret,tedm
pancakes,paying,regular,teen
pancreas,payments,regulation,teena
pancreatic,pays,regulator,teenag
pandemic,paãs,regulatory,teensi
pandemics,pbafilm,rehab,teeth
panel,pe,rehabilitation,tekmira
panic,peacekeeper,rehearsal,telephon
pants,peaches,reignite,tell
pap,peak,reinhardts,temp
paper,peaked,reinserted,temperatur
paralympian,peaks,reinvent,temporari
paralysis,peanut,reinventing,temptat
paralyzed,peanuts,rejection,ten
paralyzes,pears,rejuvenates,tend
paralyzing,pedestrians,relapse,tenhut
paranoia,pediatric,related,tennesse
paraplegic,pediatrician,relation,tenni
parasite,pediatricians,relationship,tension
parasites,pedicure,relative,term
parasitic,pee,relatively,termin
parent,peek,relaxes,terri
parenthood,peel,release,terribl
parenting,peer,released,terrif
parents,peering,relevant,terrifi
pareâ,peers,reliable,terror
park,pegeeks,relief,terrorist
parking,pelosi,relieve,test
parkinsons,pelvic,reliever,testicl
parkinsonsdisease,pen,religion,testicular
parkinsonâs,penalty,religious,testosteron
parkisons,penile,reluctant,testtub
